TRDE_CD,VSL_SVCE_LANE_CD,VSL_CD,SCH_VOY_NR,SCH_DIR_CD,BSA_EFCT_FM_DT,TEU_CAPA,RF_CAPA
LWT,AX3,ORIT,2542,W,2025/11/19 03:00:00,8900,1000
LWT,AX3,SSBT,2540,E,2025/10/04 04:00:00,8900,1000
TPT,FP1,NVOT,0087,E,2025/07/10 12:00:00,8200,800
IET,ILX,TOOT,0040,S,2025/10/24 17:30:00,700,135
NET,FE4,OTLT,0026,W,2025/08/22 20:00:00,18000,1100
NET,FP2,YDJT,0048,W,2026/06/04 21:00:00,9700,700
TPT,FP2,OMIT,0042,W,2025/09/20 14:00:00,9700,700
TPT,FP1,HKGT,0086,E,2025/08/07 12:00:00,8200,800
NET,FE4,OTLT,0026,E,2025/10/08 06:00:00,18000,1100
MET,MS2,OFVT,0006,W,2025/12/01 04:00:00,13500,1300
TPT,PS3,CETT,0096,W,2026/01/11 03:00:00,7200,630
TPT,PN1,MQDT,0086,E,2025/09/11 05:00:00,5850,520
TPT,EC2,OIIT,0035,W,2025/12/05 11:00:00,12500,800
TPT,FP1,OHHT,0096,E,2026/01/22 12:00:00,8200,800
TPT,PN1,OMGT,0097,E,2025/05/22 05:00:00,5850,520
TPT,PN1,OILT,0008,E,2025/08/28 05:00:00,5900,500
LWT,AX2,OCBT,2522,W,2025/07/08 15:00:00,8500,1000
LWT,MAR,NJOT,0201,E,2025/10/21 04:00:00,2100,330
LWT,MAR,NJOT,0201,W,2025/11/04 11:00:00,2100,330
TPT,FP2,SPDT,0436,W,2025/08/14 21:00:00,9700,700
TPT,FP2,PFFT,0013,E,2025/07/12 15:00:00,9700,700
TPT,PN1,PXET,0006,W,2025/10/30 17:00:00,5100,500
LWT,MAR,NLAT,0657,E,2025/09/30 04:00:00,2100,330
LWT,MAR,NLAT,0655,W,2025/08/19 11:00:00,2100,330
TPT,PN1,PXET,0005,W,2025/09/11 17:00:00,5100,500
TPT,EC3,NCMT,0028,W,2025/09/28 09:00:00,12500,800
WAT,TIP,GWBT,0044,E,2025/12/22 13:00:00,4200,420
LWT,MAR,NJOT,0200,W,2025/10/07 11:00:00,2100,330
TPT,EC3,OEIT,0028,W,2025/09/14 04:30:00,12500,800
TPT,EC3,ONYT,0021,E,2025/06/07 05:00:00,12200,800
LWT,MAR,NLAT,0660,W,2026/01/06 11:00:00,2100,330
TPT,EC4,OMST,0104,W,2025/11/03 19:00:00,7200,630
TPT,EC1,MCWT,0233,E,2025/09/06 05:00:00,7200,630
TPT,EC1,SEYT,2506,W,2025/10/12 17:30:00,10000,1000
FET,SAS,SNTT,0120,E,2026/04/01 12:00:00,3800,300
OCT,NZJ,SNKT,0126,S,2025/11/27 13:00:00,3300,500
WAT,NCI,SFDT,0082,W,2025/10/03 22:00:00,1000,100
WAT,TE1,BHHT,0014,E,2025/08/02 09:00:00,2600,260
TPT,FP2,LIAT,0066,W,2026/01/08 21:00:00,10000,100
TPT,MS2,FRNT,0008,E,2025/08/29 06:00:00,13500,1300
TPT,MS2,CRET,0032,E,2025/06/19 10:00:00,13500,1300
NET,FP1,HMIT,0083,E,2025/09/25 12:00:00,8200,800
TPT,MS2,UERT,0008,W,2025/09/01 04:00:00,13500,1300
TPT,EXW,MXQT,0095,W,2025/03/26 05:00:00,,
TPT,PS3,CRNT,0099,E,2025/11/27 21:00:00,7200,630
LET,CX1,CYCT,0526,N,2025/07/01 14:00:00,1800,200
LWT,MAR,NLAT,0662,E,2026/02/17 04:00:00,2100,330
LWT,MAR,NLAT,0661,W,2026/02/03 11:00:00,2100,330
TPT,FP1,NVOT,0088,W,2026/02/11 14:00:00,8200,800
LWT,AX1,OPPT,2547,E,2025/11/18 20:00:00,8500,1000
LWT,AX1,SBST,2546,W,2025/12/10 17:00:00,8500,1000
LWT,AX1,SBST,2546,E,2025/11/11 20:00:00,8500,1000
TPT,PS3,CIKT,0008,E,2025/09/04 21:00:00,7200,630
TPT,EC3,NCFT,0031,W,2026/02/01 09:00:00,12500,800
NET,FP1,NVOT,0087,E,2025/07/10 12:00:00,8200,800
OCT,WAU,XIMT,0547,N,2025/11/20 05:30:00,2750,300
TPT,WIN,ORMT,0005,E,2025/03/13 13:00:00,1000,100
TAT,AT2,ARUT,0230,E,2025/08/23 07:00:00,5800,347
TAT,AT2,ARUT,0230,W,2025/08/04 19:00:00,5800,347
TAT,AL5,NMTT,0087,E,2025/11/13 02:00:00,3800,330
TAT,AT2,BRNT,1018,E,2025/08/16 07:00:00,5800,347
FWT,SW2,ORPT,0010,W,2025/11/21 06:00:00,2400,300
TAT,AL5,NNBT,0089,W,2025/08/19 06:00:00,3800,330
TAT,AL5,NMTT,0086,E,2025/09/04 02:00:00,3800,330
NET,FP1,OURT,0102,E,2025/08/14 12:00:00,8200,800
NET,FP1,OHHT,0095,E,2025/09/04 12:00:00,8200,800
TPT,FP1,HLLT,0225,E,2025/05/22 12:00:00,8200,800
TPT,MS2,REDT,0010,W,2025/07/14 04:00:00,13500,1300
NET,IOX,OABT,0015,W,2025/04/09 07:30:00,6000,600
TPT,EC4,RBTT,0001,E,2025/09/15 19:00:00,7750,1062
TAT,EMA,KGST,0018,W,2026/01/02 05:00:00,2850,300
NET,TSX,PPPT,0048,N,2025/05/02 13:00:00,1000,100
NET,TSX,PPPT,0033,N,2025/01/03 13:00:00,,
LWT,AX4,TGBT,0018,W,2025/04/12 05:00:00,,
NET,TSX,PPPT,0061,S,2025/08/05 06:00:00,1000,100
NET,TSX,PPPT,0070,S,2025/10/21 06:00:00,1000,100
NET,TSX,PPPT,0043,S,2025/03/25 06:00:00,,
NET,TSX,PPPT,0051,S,2025/05/27 06:00:00,1000,100
NET,TSX,PPPT,0058,N,2025/07/18 13:00:00,1000,100
NET,TSX,PPPT,0058,S,2025/07/15 06:00:00,1000,100
NET,TSX,PPPT,0075,S,2025/11/25 06:00:00,1000,100
NET,TSX,PPPT,0062,S,2025/08/19 06:00:00,1000,100
TAT,EMA,KGST,0016,W,2025/09/26 05:00:00,2850,300
NET,TSX,PPPT,0053,S,2025/06/10 06:00:00,1000,100
NET,TSX,PPPT,0054,S,2025/06/17 06:00:00,1000,100
NET,TSX,PPPT,0049,N,2025/05/16 13:00:00,1000,100
NET,TSX,PPPT,0056,N,2025/07/04 13:00:00,1000,100
LWT,AX4,TGBT,0017,W,2025/02/08 05:00:00,,
NET,TSX,PPPT,0074,S,2025/11/18 06:00:00,1000,100
LWT,AX4,NLVT,0004,E,2025/03/06 04:00:00,,
TAT,AT4,OMVT,0077,W,2025/07/28 12:00:00,5700,500
NET,TSX,PPPT,0040,S,2025/02/25 06:00:00,,
NET,FP1,HSMT,0087,E,2025/07/03 12:00:00,8200,800
TAT,AT4,OMVT,0077,E,2025/08/19 02:30:00,5700,500
OCT,WAU,SIAT,0620,N,2026/05/14 05:30:00,2750,300
TPT,AHX,ASDT,0065,W,2025/12/25 05:00:00,860,86
TPT,AHX,ASDT,0065,E,2025/12/09 00:00:00,860,86
OCT,AUE,PXET,0006,N,2025/09/14 20:30:00,4700,380
TPT,AHX,KLZT,0054,W,2025/10/16 05:00:00,860,86
TPT,AHX,ASDT,0061,W,2025/07/10 05:00:00,860,86
OCT,AUE,WHOT,0042,N,2025/09/22 20:30:00,4700,380
OCT,AUN,WAHT,0549,N,2025/11/29 12:00:00,5400,400
IET,BBX,SDBT,0061,S,2025/11/04 02:00:00,950,200
EAT,PHX,LSPT,0007,S,2025/08/15 03:00:00,1900,300
EAT,JID,DIYT,0255,S,2025/10/04 05:00:00,1000,100
EAT,JID,DIYT,0257,N,2025/12/13 18:00:00,1000,100
IET,BBX,SDBT,0060,N,2025/10/24 14:00:00,950,200
EAT,JK2,ICLT,0191,W,2025/12/17 08:00:00,25,10
IET,BBX,LAAT,0018,S,2025/07/30 04:00:00,950,200
FET,SAS,NFJT,0134,W,2025/12/25 12:00:00,3800,430
TPT,EC2,OCBT,0525,E,2025/12/16 12:00:00,12500,800
TPT,EC2,OCBT,0523,E,2025/06/24 12:00:00,12500,800
EAT,JV2,MXPT,0089,N,2025/06/28 21:00:00,2000,250
EAT,CTP,LRLT,0009,N,2026/03/08 07:00:00,2000,200
EAT,CTP,TUNT,0020,S,2026/02/06 21:00:00,2000,200
FET,EA3,LTST,0551,E,2026/01/15 04:00:00,3333,300
EAT,PHX,NCAT,0525,S,2025/07/25 03:00:00,1900,300
EAT,PHX,LSPT,0006,S,2025/08/01 03:00:00,1900,300
EAT,PH3,SEUT,0052,E,2025/12/13 16:00:00,860,100
EAT,SMM,FLNT,0953,S,2025/10/07 02:30:00,900,135
EAT,SMM,FLNT,0952,N,2025/09/14 18:00:00,900,135
EAT,SMM,FLNT,0950,S,2025/08/29 03:30:00,900,135
FET,SAC,BYBT,0214,E,2026/03/15 04:00:00,3300,300
TPT,EC1,SEYT,0507,E,2025/11/29 05:00:00,10000,1000
EAT,SMM,FLNT,0954,N,2025/10/12 18:00:00,900,135
EAT,SMM,FLNT,0949,S,2025/08/19 02:30:00,900,135
EAT,JK1,CNFT,0245,E,2025/12/17 13:00:00,900,90
EAT,JV2,JJST,0029,S,2025/12/03 15:00:00,2000,250
EAT,JV2,JJST,0026,N,2025/10/11 21:00:00,2000,250
EAT,JVH,QPRT,0224,N,2025/12/21 20:00:00,1300,195
EAT,CIM,TSCT,0042,N,2025/11/23 22:00:00,1800,240
EAT,PHX,LSPT,0017,S,2026/01/02 03:00:00,1900,300
EAT,CIM,TSCT,0038,N,2025/08/31 22:00:00,1800,240
FET,EA3,LTST,0544,E,2025/11/27 04:00:00,3333,300
LWT,AX3,RGST,2525,W,2025/07/23 03:00:00,8900,1000
LWT,AX3,DOAT,2528,W,2025/08/13 03:00:00,8900,1000
LWT,AX3,RGST,2525,E,2025/06/21 04:00:00,8900,1000
EAT,SMM,FLNT,0947,S,2025/07/29 02:30:00,900,135
NET,FP1,NVOT,0088,W,2026/02/11 14:00:00,8200,800
OCT,AUN,WAHT,0535,N,2025/08/16 12:00:00,5400,400
OCT,AUN,AEIT,0530,S,2025/08/01 08:00:00,5400,400
NET,FE4,OETT,0030,E,2026/01/21 06:00:00,18300,1100
NET,FP1,OHNT,0099,W,2026/01/28 14:00:00,8200,800
NET,FP1,OHIT,0064,W,2026/03/04 14:00:00,8200,800
LUT,LUX,NDIT,0020,S,2025/09/17 17:00:00,3200,330
NET,FP2,PFFT,0014,W,2026/02/26 21:00:00,9600,1000
TPT,PN1,SEFT,0100,E,2025/11/13 05:00:00,5900,350
TPT,PN1,SEFT,0099,W,2025/10/16 17:00:00,5900,350
OCT,WAU,GRET,0550,S,2025/12/08 00:00:00,2750,300
NET,FE4,OIGT,0028,E,2026/02/11 06:00:00,18300,1000
TPT,PS7,OSGT,0514,W,2025/10/06 04:00:00,12000,800
TPT,PS7,OSGT,0515,W,2025/12/08 04:00:00,12000,800
OCT,AUN,WAHT,0604,N,2026/01/17 12:00:00,5400,400
TAT,AT2,MPFT,0251,E,2026/01/24 07:00:00,5800,347
TPT,FP2,OMIT,0043,E,2025/11/01 15:00:00,9700,700
TPT,EC3,ONGT,0028,W,2025/09/07 04:30:00,12200,800
TPT,EC1,SEYT,0507,W,2026/01/04 17:30:00,10000,1000
TPT,EC4,OEAT,0083,E,2025/11/03 19:00:00,6200,500
TPT,EC4,OEAT,0082,E,2025/08/11 19:00:00,6500,500
LWT,AX3,OPKT,2537,E,2025/09/13 04:00:00,8900,1000
LWT,AX3,DOAT,2541,E,2025/10/11 04:00:00,8900,1000
TPT,FP1,OHIT,0062,W,2025/06/17 06:30:00,8200,800
TPT,FP1,OHIT,0061,W,2025/04/23 14:00:00,8200,800
TPT,FP1,OURT,0103,W,2026/03/25 14:00:00,8200,800
IET,LEX,NOTT,0007,N,2025/09/22 07:00:00,2100,240
EAT,CTP,LRLT,0006,N,2025/12/14 07:00:00,2000,200
IET,LEX,NOTT,0009,N,2025/12/22 20:00:00,2100,240
IET,LEX,SDBT,0044,N,2025/04/01 07:00:00,0,0
IET,LEX,RNXT,0012,N,2025/11/24 07:00:00,2000,240
IET,AD1,MOMT,0002,W,2025/02/16 20:00:00,700,200
IET,AD1,MIOT,0042,E,2025/03/12 17:00:00,700,150
TPT,FP1,OEHT,0098,E,2025/10/23 12:00:00,8200,800
IET,IRX,XPBT,2517,E,2025/04/22 07:00:00,1000,100
IET,IRX,XPBT,1283,E,2025/03/11 07:00:00,1000,100
IET,LEX,IKET,0009,S,2025/12/31 03:00:00,1900,240
IET,AD1,SDBT,0048,W,2025/05/20 13:00:00,700,150
IET,AD1,SDBT,0046,W,2025/04/22 13:00:00,700,150
IET,LEX,RI1T,0076,S,2025/11/26 03:00:00,2000,240
IET,LEX,LTRT,0031,S,2025/01/11 03:00:00,2000,240
IET,LEX,LTRT,0036,S,2025/08/06 03:00:00,2000,240
IET,BT1,IGGT,0056,N,2025/07/12 13:00:00,1400,0
IET,BT1,MOMT,0029,S,2025/12/20 13:00:00,1400,0
TPT,EC3,ODDT,0028,W,2025/12/07 09:00:00,12500,800
TPT,EC3,OTNT,0043,E,2025/11/01 05:00:00,12500,800
IET,BT1,MOMT,0030,N,2025/12/24 01:00:00,1400,0
IET,IRX,XPBT,2531,W,2025/07/31 07:30:00,1000,100
OCT,AUN,AEIT,0552,S,2025/12/26 08:00:00,5400,400
OCT,AUN,WAHT,0551,S,2025/12/19 08:00:00,5400,400
LWT,FLX,MEQT,0009,S,2025/01/04 22:00:00,0,0
TAT,AT2,BRNT,0022,E,2025/12/20 07:00:00,5800,347
TAT,AT2,OTRT,0117,W,2025/09/29 19:00:00,5800,347
TAT,AT2,BRNT,0020,E,2025/10/04 07:00:00,5800,347
LWT,FLX,PSHT,0009,S,2025/06/21 22:00:00,1000,100
LWT,FLX,PSHT,0010,S,2025/08/02 22:00:00,1000,100
LWT,FLX,MEQT,0009,N,2025/02/06 13:00:00,0,0
LWT,FLX,MEQT,0017,N,2026/01/08 13:00:00,1000,100
EAT,JT1,GEAT,0043,N,2025/02/22 21:00:00,2200,200
EAT,JV2,NCAT,0532,N,2025/11/22 21:00:00,2000,250
LET,CX1,CYCT,0551,S,2025/12/18 07:00:00,1800,200
IET,ILX,TOOT,0021,S,2025/03/15 10:00:00,700,135
IET,ILX,TOOT,0031,N,2025/06/23 06:00:00,700,135
IET,ILX,TOOT,0023,S,2025/04/05 10:00:00,700,135
EAT,CIM,SGNT,0041,N,2025/10/26 22:00:00,1800,240
EAT,JID,STYT,0005,S,2025/09/10 22:00:00,1000,100
FWT,WA1,SOKT,0029,W,2025/10/19 20:00:00,2800,120
IET,IBC,LAAT,0028,N,2025/11/11 14:00:00,1000,100
IET,IBC,CPFT,0035,N,2025/09/23 14:00:00,1000,100
IET,IBC,CPFT,0036,N,2025/10/07 14:00:00,1000,100
IET,IBC,LAAT,0016,N,2025/06/24 14:00:00,1000,100
IET,BBX,MYST,0045,N,2025/12/07 00:30:00,950,200
IET,BBX,MYST,0039,N,2025/10/03 14:00:00,950,200
IET,IBC,LAAT,0027,S,2025/11/03 15:00:00,1000,100
IET,IBC,MYST,0035,S,2025/06/23 15:00:00,1000,100
IET,IBC,CPFT,0037,S,2025/10/27 15:00:00,1000,100
IET,IBC,CPFT,0040,S,2025/12/08 15:00:00,1000,100
IET,ST2,LNNT,0029,E,2025/08/20 05:00:00,1200,150
MET,MD2,OFFT,0007,E,2026/03/27 06:00:00,13500,1000
FWT,AIM,AHHT,2544,W,2025/10/31 05:00:00,2850,225
EAT,JT1,NEOT,0041,S,2025/11/19 22:00:00,2200,200
FET,SAC,BYBT,0213,E,2026/01/04 04:00:00,3300,300
IET,IBC,LAAT,0027,N,2025/10/28 14:00:00,1000,100
MET,MD2,UERT,0010,E,2026/03/13 06:00:00,13500,1300
FWT,SW2,ORPT,0009,W,2025/08/29 09:00:00,2400,300
IET,AEX,RNXT,0005,N,2025/03/08 16:00:00,1900,240
IET,AEX,RNXT,0009,S,2025/08/01 22:00:00,1900,240
IET,AEX,RI1T,0070,S,2025/05/30 22:00:00,2050,240
IET,AEX,RNXT,0006,S,2025/04/04 22:00:00,1900,240
IET,LEX,EUJT,0011,S,2025/11/05 03:00:00,2000,240
IET,PLS,TOOT,0033,N,2025/07/16 21:30:00,1000,100
NET,FE3,OSTT,0027,E,2025/11/20 19:00:00,13500,1000
IET,AEX,NOTT,0001,N,2025/01/04 06:30:00,0,0
EAT,IAE,STYT,0008,N,2025/09/27 00:00:00,1800,200
EAT,IAE,LRLT,0001,N,2025/09/20 07:00:00,1800,200
IET,AEX,RI1T,0069,N,2025/04/29 04:00:00,2050,240
IET,SBX,XSST,0025,N,2025/04/13 00:30:00,1000,100
FET,MIM,ITXT,0096,W,2025/09/30 17:00:00,1260,280
IET,SBX,WGGT,0087,N,2025/12/07 00:30:00,1000,100
IET,SBX,XSST,0038,S,2025/11/24 05:00:00,1000,100
IET,SBX,XSST,0027,N,2025/06/01 00:30:00,1000,100
IET,SBX,XSST,0026,S,2025/05/26 05:00:00,1000,100
FWT,AIM,SIAT,2547,W,2025/11/14 05:00:00,2850,225
TPT,EC1,TSTT,0050,W,2025/11/16 17:30:00,9100,750
TPT,EC2,ONNT,0062,E,2025/08/26 12:00:00,7500,630
NET,FP1,OEHT,0096,W,2025/04/15 06:30:00,8200,800
NET,FP1,OEHT,0097,E,2025/05/29 12:00:00,8200,800
NET,FP1,HMIT,0082,E,2025/05/01 12:00:00,8200,800
NET,FP1,OHHT,0094,E,2025/04/03 12:00:00,8200,800
TPT,FP1,OHIT,0064,E,2025/12/18 12:00:00,8200,800
TPT,FP1,OOHT,0075,W,2025/12/03 14:00:00,8200,784
TPT,FP1,HMIT,0083,W,2025/12/10 14:00:00,8200,800
WAT,BA2,LSPT,0108,N,2025/12/19 07:00:00,1000,100
TPT,FP2,YDJT,0048,E,2026/03/21 15:00:00,9700,700
LET,RPX,BAIT,0016,E,2025/06/12 06:00:00,1000,100
LET,RPX,BAIT,0017,W,2025/06/16 13:00:00,1000,100
MET,IOM,SSBT,0100,W,2025/09/05 12:30:00,1000,100
TPT,FP1,OHOT,0053,W,2025/11/26 14:00:00,8200,800
MET,MD2,FANT,0007,E,2025/10/31 06:00:00,13500,1300
LET,RPX,BAIT,0038,W,2025/11/10 13:00:00,1000,100
TPT,FP2,YDET,0041,E,2025/10/18 15:00:00,9700,700
LET,RPX,BAIT,0018,W,2025/06/23 13:00:00,1000,100
LET,RPX,BAIT,0027,W,2025/08/25 13:00:00,1000,100
LET,RPX,BAIT,0020,W,2025/07/07 13:00:00,1000,100
LET,RPX,BAIT,0029,W,2025/09/08 13:00:00,1000,100
LET,RPX,BAIT,0018,E,2025/06/26 06:00:00,1000,100
TPT,FP1,NONT,0080,W,2025/12/09 06:30:00,8200,784
LET,SX1,OGHT,2539,W,2025/09/23 02:00:00,9150,1300
IET,SCX,TOOT,0035,N,2025/08/13 00:00:00,1000,100
IET,SCX,NECT,0048,N,2025/12/24 00:00:00,1000,100
IET,SCX,NECT,0047,N,2025/12/10 00:00:00,1000,100
IET,SCX,IGGT,0064,S,2025/11/26 05:00:00,1000,100
IET,SCX,LNNT,0023,N,2025/04/30 00:00:00,1000,100
IET,SCX,IGGT,0062,S,2025/10/29 05:00:00,1000,100
IET,SCX,TOOT,0034,S,2025/08/05 13:00:00,1000,100
IET,ST2,LNNT,0029,W,2025/08/08 17:00:00,1200,150
IET,ST2,IGGT,0053,N,2025/05/29 13:00:00,1200,150
MET,MD2,REDT,0012,W,2025/12/14 08:00:00,13500,1300
MET,IOM,HERT,0052,E,2025/07/23 21:00:00,1000,100
FET,SAS,NFJT,0135,E,2026/03/25 12:00:00,3800,430
FET,EA4,GCLT,0552,W,2025/12/25 16:00:00,1000,100
EAT,SMM,USNT,0036,S,2026/01/06 02:30:00,900,135
EAT,SMM,ITXT,0100,N,2025/11/20 17:00:00,900,135
EAT,SMM,ITXT,0110,N,2026/02/06 13:00:00,900,135
EAT,SMM,USNT,0034,S,2025/12/19 03:30:00,900,135
EAT,PH3,SEUT,0058,W,2026/03/13 09:00:00,860,100
EAT,SMM,USNT,0032,N,2025/11/23 18:00:00,900,135
EAT,JV2,ARGT,0273,S,2026/04/08 15:00:00,2000,250
EAT,JV2,NCAT,0539,S,2026/04/15 15:00:00,2000,250
EFT,SRX,ORYT,0256,S,2026/03/16 08:00:00,5600,1176
FET,EA3,LTST,0608,E,2026/03/19 04:00:00,3333,300
FET,MIM,BRFT,0014,W,2026/03/30 23:00:00,1300,195
EAT,JVH,SWRT,0123,S,2026/02/09 03:30:00,1300,195
EAT,JVH,SWDT,0017,S,2026/03/16 03:30:00,1300,195
EAT,JVH,SWRT,0123,N,2026/02/22 20:00:00,1300,195
EAT,JID,ARET,0124,S,2025/12/06 05:00:00,1000,100
LWT,AX3,SPBT,0102,W,2026/04/01 03:00:00,8900,1000
EAT,KCS,RCMT,0092,N,2026/03/18 11:00:00,2000,99
EAT,JVH,QPRT,0227,N,2026/03/01 20:00:00,1300,195
EAT,JID,NDDT,0099,S,2026/01/24 05:00:00,1000,100
EAT,JID,NDDT,0098,N,2026/01/10 18:00:00,1000,100
EAT,CTP,TUNT,0021,N,2026/02/22 07:00:00,2000,200
EAT,CTP,TUNT,0017,S,2025/11/14 21:00:00,2000,200
EAT,JID,NDDT,0097,S,2025/11/22 05:00:00,1000,100
EAT,JK1,STYT,0250,W,2026/01/24 07:00:00,900,90
EAT,JK1,STYT,0254,W,2026/02/21 07:00:00,900,90
EAT,JK1,STYT,0258,E,2026/03/18 13:00:00,900,90
LET,SX1,OGHT,2601,E,2026/02/16 06:00:00,9150,1300
EAT,JPH,NDLT,0173,N,2026/04/02 21:00:00,2000,200
LUT,LUX,BKBT,0181,N,2026/04/23 09:00:00,3500,330
EAT,JPH,SZET,2152,N,2026/03/19 21:00:00,1900,200
EAT,JSM,WQTT,0022,S,2026/03/28 09:00:00,1000,100
EAT,JSM,BSKT,0012,N,2026/01/31 21:00:00,1000,100
LET,SX2,NRUT,0074,W,2026/02/11 04:30:00,400,50
EAT,JPH,SZET,2152,S,2026/03/07 15:00:00,1900,200
EAT,JT1,NEOT,0044,S,2026/01/28 22:00:00,2200,200
EAT,JT1,NEOT,0046,N,2026/03/22 12:00:00,2200,200
EAT,JT1,AXQT,0046,N,2025/12/14 12:00:00,2200,200
EAT,JT1,NEOT,0043,S,2026/01/07 22:00:00,2200,200
EAT,JT1,OTTT,0523,N,2026/01/25 12:00:00,2050,350
EAT,JV2,NCAT,0536,S,2026/02/11 15:00:00,2000,250
EAT,JV2,ARGT,0270,N,2026/02/14 21:00:00,2000,250
LWT,AX3,DOAT,2602,W,2026/02/11 03:00:00,8900,1000
EAT,JV2,ARGT,0269,S,2026/01/14 15:00:00,2000,250
LWT,AX3,SPDT,2612,E,2026/03/21 04:00:00,8500,1000
LWT,AX3,ORIT,2604,W,2026/02/25 03:00:00,8900,1000
LWT,AX3,SPBT,0102,E,2026/02/28 04:00:00,8900,1000
EAT,JV2,YPLT,1030,S,2026/01/28 15:00:00,2000,250
EAT,JV2,NCAT,0538,N,2026/04/04 21:00:00,2000,250
EAT,JV2,YPLT,1033,N,2026/04/11 21:00:00,2000,250
EAT,JVH,QPRT,0227,S,2026/02/16 03:30:00,1300,195
TAT,AL5,NROT,0078,E,2026/04/16 02:00:00,3800,330
TPT,EC2,ONLT,0041,W,2026/05/07 11:00:00,12200,800
TPT,FP1,OHOT,0054,W,2026/01/27 06:30:00,8200,800
TPT,EC3,OTNT,0044,E,2026/02/14 05:00:00,12500,800
NET,FE4,TLIT,0007,E,2026/03/18 06:00:00,19300,1500
TPT,EC3,ONGT,0030,E,2026/03/07 05:00:00,12200,800
TPT,EC3,OHWT,0034,W,2026/02/22 09:00:00,12200,800
NET,FE4,EGGT,0009,E,2026/04/29 06:00:00,19300,1500
OCT,AUE,PXET,0009,S,2026/01/21 10:00:00,4700,380
TAT,AT2,ARUT,0236,W,2026/03/30 19:00:00,5800,347
TPT,EC3,OMLT,0046,W,2026/04/19 09:00:00,12500,800
LWT,MAR,NJOT,0205,W,2026/02/24 11:00:00,2100,330
OCT,AUE,PXET,0010,N,2026/04/05 20:30:00,4700,380
MET,MD2,ZOST,0015,E,2026/01/16 06:00:00,13500,1300
OCT,NZJ,SNKT,0127,S,2026/01/22 13:00:00,3300,500
OCT,WAU,SIAT,0608,N,2026/02/19 05:30:00,2750,300
NET,FP1,OHOT,0054,W,2026/01/27 06:30:00,8200,800
OCT,WAU,GRET,0604,S,2026/01/19 00:00:00,2750,300
OCT,WAU,XIMT,0613,N,2026/03/26 05:30:00,2750,300
TPT,EC1,HLLT,0229,W,2026/04/12 17:30:00,8200,800
TPT,EC1,CNTT,0024,E,2026/03/21 05:00:00,7350,700
TPT,EC1,HERT,0053,E,2025/11/01 05:00:00,9100,750
TPT,EC1,TSTT,0051,W,2026/02/08 17:30:00,7200,630
TPT,EC1,CNTT,0024,W,2026/04/26 17:30:00,7350,700
TAT,AL5,NROT,0078,W,2026/03/10 06:00:00,3800,330
LWT,FLX,PSHT,0015,S,2026/02/28 22:00:00,1000,100
IET,AD2,PBET,0108,E,2026/01/20 01:00:00,1350,150
FWT,WA1,NCYT,0012,E,2026/02/25 10:00:00,2800,120
FWT,AIM,DLAT,2601,E,2026/02/06 06:00:00,2850,225
FWT,WA1,SOKT,0030,W,2026/01/11 20:00:00,2800,120
IET,LEX,IKET,0010,S,2026/02/11 03:00:00,1900,240
IET,LEX,NOTT,0011,S,2026/03/04 03:00:00,2100,240
IET,LEX,RI1T,0078,N,2026/03/09 07:00:00,2000,240
IET,LEX,NOTT,0010,S,2026/01/21 03:00:00,2100,240
IET,AD1,MIOT,0062,W,2026/03/10 13:00:00,700,150
IET,BT1,MOMT,0041,S,2026/03/14 13:00:00,1400,0
IET,BT1,MOMT,0033,S,2026/01/17 13:00:00,1400,0
IET,BT1,MOMT,0035,S,2026/01/31 13:00:00,1400,0
IET,ILX,TOOT,0047,S,2026/01/12 04:00:00,700,135
IET,ILX,TOOT,0048,S,2026/01/26 04:00:00,700,135
MET,MS2,OFFT,0005,E,2025/08/22 06:00:00,12000,800
EAT,JT1,NEOT,0048,N,2026/05/03 12:00:00,2200,200
EAT,JT1,OTTT,0529,N,2026/05/31 12:00:00,2050,350
MET,MS2,OFFT,0004,W,2025/06/09 04:00:00,13500,1300
MET,MS2,REDT,0010,W,2025/07/14 04:00:00,13500,1300
EAT,JID,SIKT,0016,N,2026/05/16 18:00:00,1000,100
EAT,JID,ARET,0128,N,2026/04/11 18:00:00,1000,100
EAT,JK1,EFUT,0248,E,2026/01/14 13:00:00,900,90
EAT,CTP,APRT,0287,S,2026/05/01 21:00:00,2000,200
EAT,JK1,EFUT,0244,E,2025/12/10 13:00:00,900,90
EAT,JK1,EFUT,0267,E,2026/05/27 13:00:00,900,90
EAT,JK1,EFUT,0246,W,2025/12/27 07:00:00,900,90
EAT,JK1,EFUT,0254,E,2026/02/25 13:00:00,900,90
EAT,CTP,H1WT,0016,N,2026/05/24 07:00:00,2000,200
EAT,CTP,H1WT,0015,S,2026/05/08 21:00:00,2000,200
EAT,JK1,EFUT,0250,E,2026/01/28 13:00:00,900,90
EAT,JK1,EFUT,0265,W,2026/05/16 07:00:00,900,90
EAT,JK2,ICLT,0208,W,2026/04/22 08:00:00,25,10
EAT,JK2,ICLT,0210,E,2026/05/05 02:00:00,25,10
EAT,JPH,NDLT,0174,S,2026/04/11 15:00:00,2000,200
EAT,CTP,H1WT,0016,S,2026/06/05 21:00:00,2000,200
EAT,JSM,BSKT,0016,N,2026/05/23 21:00:00,1000,100
EAT,JSM,WQTT,0024,N,2026/06/06 21:00:00,1000,100
EAT,JSM,XCLT,0327,S,2026/05/30 09:00:00,1000,100
